gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
POLN	-0.3470846921914009	1.0958789747127218	-0.7936236720209099	0.45141596868315426	0.59105777089937	-6.4327520275716745
ANKRD37	-0.28521450699014794	1.0925722633242614	-0.7941016735440948	0.4511538956337722	0.5907611993520436	-6.431884756159693
FAM90A2P	-0.5454027322428499	-0.9172217080494063	-0.7942670601843692	0.4510632435887474	0.5906890651080584	-6.0349444414089275
PLXNA1	-0.15690657822199672	5.595181131842526	-0.7943789059763302	0.4510019455080503	0.5906553629508916	-7.110281538940323
IFT122	-0.185065819444306	5.322464922076858	-0.7944465345933485	0.45096488380337063	0.590653399186987	-7.0872757433160105
TCF4	-0.1312956160431753	8.242806762248886	-0.7954123915491904	0.45043580374775505	0.590053495105802	-7.194643184894539
FXR2	-0.1257767791648865	5.716927960648134	-0.7954369333574255	0.45042236568984495	0.590053495105802	-7.117717248865858
BFAR	-0.1324398585800779	5.780892377041075	-0.7959542065491543	0.4501391924845738	0.5898045004714647	-7.12145847150037
TBC1D10B	-0.13688806583113866	5.143586707016439	-0.7962402385608116	0.44998266095516304	0.5896459184066511	-7.06793182029008
TMED1	-0.17793499046899086	3.9355754694610647	-0.7967717631929151	0.4496918820152582	0.5893365134307716	-6.892261390282189
IDUA	-0.4078658361691555	0.9399913245897396	-0.7972337645522549	0.44943924131866375	0.5891197505375808	-6.407238669673316
PUS10	-0.23622083367668312	2.0239536394035382	-0.7979743399652865	0.4490344679295565	0.5886820962855793	-6.563586647134024
TP53RK	-0.16654486027919013	3.750364729160177	-0.7991225364616504	0.4484073962867686	0.5879064133980849	-6.857138440789551
ELK4	-0.13250553745218951	6.139396463157262	-0.7991279479780999	0.44840444228294685	0.5879064133980849	-7.136102263332989
ANO9	-0.5469949455184677	-0.9205036941047434	-0.7993246371502762	0.4482970839113313	0.5878545923482789	-6.0301346726214
ZNF585B	-0.23111931471226166	3.5272052575374104	-0.7993966931310457	0.44825775817953284	0.5878494358945014	-6.815989931390914
GAL3ST4	-0.3980774752295686	0.6864217544699609	-0.7994010871262629	0.44825536016114664	0.5878494358945014	-6.3664685306769915
DPY19L2P3	-0.2934619793217733	0.5390333719795585	-0.8003770705957008	0.4477229360395414	0.5873335632794204	-6.341283885006472
NAT1	-0.30465446023094345	1.1024132143286558	-0.800577871588451	0.4476134477324244	0.5872363154334784	-6.427986285188189
KCTD14	-0.6381591009339056	-1.8474989718185095	-0.801016591096075	0.4473742963946359	0.5870616803996609	-5.830906073868413
MBD3	-0.1298266043894385	5.94596995359881	-0.8011633193061986	0.44729433262699636	0.5870031266278274	-7.126147741798411
WARS2	-0.14424869436368137	4.505284758737509	-0.8012821471834778	0.44722958113695976	0.5869804218334388	-6.9809390883043765
FGFR4	-0.2740519113825346	1.6362904509181067	-0.8013326385206724	0.44720206942831287	0.5869804218334388	-6.503748204968696
ZNF672	-0.16964355398287578	3.6427233485478947	-0.8027661115899666	0.44642148349629296	0.5864600505726434	-6.8343570657778105
PCDHB4	-0.3553931198528432	0.17737715921078212	-0.8029484723781788	0.44632224756306804	0.5863760646871536	-6.271038025142831
IMPA2	-0.16907280519454115	3.720750180644605	-0.8031261438334919	0.4462255780158495	0.5862954374863732	-6.848356447789292
SLC38A9	-0.15288639543533034	4.182043540635361	-0.8037754269573967	0.44587243086421613	0.5860331372799616	-6.928314296724854
RPL10	-0.11554003641635191	10.970531135441503	-0.8040944087495397	0.445699006037897	0.5859017179458897	-7.286377848124169
BPNT1	-0.20655899991763693	4.078800343559866	-0.8041998755978761	0.44564167575731983	0.5859017179458897	-6.910694807185034
MFSD10	-0.18511199715283588	3.2606631765698806	-0.8050325225656958	0.44518923872370564	0.5855000148167627	-6.763048060263423
GPATCH8	-0.1298459161382679	6.141737632088008	-0.8053114998013797	0.44503772099728367	0.5853830290681781	-7.131032265638568
CXORF23	-0.16944873467448307	3.586337021402718	-0.8067259990555377	0.44427002623836376	0.5845121091407622	-6.820737447558132
ZNF385C	-0.30479483663483353	0.5491428456002839	-0.8069621773492021	0.44414193348481623	0.5844774172688348	-6.337626314083215
ZNF706	-0.13954263205594586	5.04673072762465	-0.8073129219486161	0.4439517519328998	0.5843457869209512	-7.048161383688996
TTLL3	-0.20785164373796317	2.6266043063957127	-0.8075831519269656	0.44380526547423305	0.5843172139723771	-6.650778878053989
HOXD9	-0.17332052324742797	5.311789440393224	-0.8078014632456656	0.4436869474434033	0.5842432909263301	-7.075153231567042
ATXN3	-0.13534544873198495	5.371425605558055	-0.8082368303061566	0.44345105677454055	0.5840823633599004	-7.080389955220996
FIGNL2	-0.5950873623835631	-1.9499491845466839	-0.809011933139851	0.44303130441204364	0.5836683536907776	-5.803581633274574
HSPB1P1	-0.5351417919636872	-1.3224023550730502	-0.8093443662095061	0.4428513612368623	0.5835238602763225	-5.934121070920738
HELZ	-0.1283221231289673	6.346258157162121	-0.8106237039997054	0.44215933710427746	0.5827969550007891	-7.1330540930471145
GDF1	-0.3967598329479693	0.5781690865602132	-0.8109843856509675	0.4419643708293387	0.5825862091352767	-6.339269827719928
GLRA3	-0.7265581520265824	-1.2526189347398482	-0.8112320879679327	0.4418305098652002	0.5824559836773641	-5.947617642175673
HNRNPA1P29	-0.41184478111051226	-1.1340713323811737	-0.811358469032187	0.4417622229850453	0.5824559836773641	-5.973234903838714
VAPB	-0.14475325109175596	6.118754862577234	-0.8117294933374883	0.4415617913055606	0.5823790829662556	-7.124789609549029
ZNF282	-0.13781701935640367	5.20458912250571	-0.8123374452935148	0.44123350438118736	0.5819923184773778	-7.061021164299763
SERTAD2	-0.17508582283805119	4.477496936738693	-0.8124017978667163	0.44119876462250573	0.5819923184773778	-6.96748282047125
RTN4RL1	-0.25205684580691523	2.7186205208680203	-0.8124262281262932	0.44118557681327153	0.5819923184773778	-6.662198499589612
DTX2	-0.17763230753345738	4.79508763530529	-0.8124433536588552	0.44117633236431897	0.5819923184773778	-7.012738932468121
ZFX	-0.14086398005334644	6.110711954090529	-0.8124897602172478	0.44115128254281166	0.5819923184773778	-7.1238499877543315
HK1	-0.12810533464725715	6.2357987934364765	-0.812748274973479	0.4410117567163325	0.5819771386700753	-7.128113961924463
FOXK1	-0.13270204746183456	5.286597055445336	-0.8150977786036772	0.4397450794798595	0.5805823549348956	-7.066650219749915
RFFL	-0.21783743552241486	2.5495812613760758	-0.8153025624730964	0.43963479473265243	0.5804828925760891	-6.631545918311643
PTPN22	-0.41309215441086866	1.0413640052631388	-0.8162391162676933	0.43913066518480726	0.5800540616850582	-6.406205983892576
NDRG3	-0.21735324021030955	4.8816268263475715	-0.8165572159952451	0.4389595291659806	0.580041488227488	-7.020313667295886
CARD14	-0.3081306940421986	1.3283536486541063	-0.8166581816123955	0.43890521984878417	0.5800267979367009	-6.4468538404932065
HMOX2	-0.16751438925077888	5.676619630553938	-0.8169831668349714	0.4387304422069349	0.5798419602621931	-7.097052834685211
PSMD5	-0.1454213459434257	5.7785391558381995	-0.8171011840830439	0.43866698426171147	0.579804228999106	-7.10359086384529
PTPN23	-0.18406574231065553	3.632294184329078	-0.817633751058458	0.4383807018429212	0.5796103388719216	-6.81998561671914
CLPTM1	-0.1841644839151808	5.617504473926364	-0.8177864277712714	0.4382986540824413	0.5795479934444127	-7.092331802142768
RPL9	-0.15238147876788233	7.259883720718507	-0.8192520732908172	0.4375115649721283	0.5786951734482938	-7.144732913171033
RBM6	-0.16330340829067858	5.8508050702463805	-0.8201248305569044	0.4370433384542972	0.5782564174609593	-7.1053337722444265
PDE7B	-0.31935208889754274	1.2484788195322747	-0.8201802829163771	0.43701360052175164	0.5782564174609593	-6.432519929938509
TM2D2	-0.14483054151746444	4.851907296902898	-0.8209212652335792	0.43661636222062417	0.5778295745117408	-7.0129236461878826
PFKL	-0.1672796822744136	5.930088422430309	-0.8213783255008392	0.43637145883003625	0.5775514829634292	-7.108320859127936
TERB1	-0.744751534330514	-2.059498198457247	-0.8223141745846557	0.43587030744886435	0.5769801495511427	-5.77073302748877
TYW1	-0.1640535864398318	3.889495896470241	-0.8224153326920415	0.4358161608163359	0.576954456798862	-6.862571288502858
BBX	-0.13628843127840007	5.529815600912393	-0.8234169732768702	0.4352802679263913	0.5764287968417664	-7.0807730994338
NOL3	-0.2142931830233219	2.4652721235100383	-0.8255208832560056	0.4341561386991891	0.5751694430609262	-6.6091626366801295
PCDHB7	-0.6762622331350212	-1.5274719920203257	-0.8258163327463155	0.4339984407896448	0.5750063898432682	-5.877147685946325
KB-1683C8.1	-0.6005803425117953	-1.6750652661589553	-0.8263825060482065	0.43369635406673124	0.5747436962175329	-5.845914161856259
TXNL1	-0.12571999675026646	7.313098034755749	-0.8264394480399815	0.43366598028724557	0.5747436962175329	-7.139868448661528
CROCCP3	-0.2604578069008596	2.2163823416061548	-0.8265029236033691	0.4336321231440359	0.5747436962175329	-6.568954704488368
PRDX3	-0.1475063901322251	7.902314115332696	-0.8265262102597515	0.43361970276883166	0.5747436962175329	-7.156996819373613
TRIM11	-0.16694270130408562	4.332900733750729	-0.8266119262285256	0.433573986686277	0.5747436962175329	-6.933151144064414
CYP4F3	-0.6632124699025155	-1.8285924777541234	-0.8271302174626601	0.433297630895803	0.5745665585332191	-5.81368127839974
RPL26	-0.13277138879181294	10.370745459283699	-0.8274405682189927	0.43313220898637417	0.5744085642809557	-7.24399188602873
LILRB4	-0.3742852940443481	-0.2808023366447843	-0.8277105484725509	0.4329883410572014	0.5742636234623539	-6.151391723106629
SCNN1D	-0.2539188041670366	2.1405935664685587	-0.8277851663591707	0.43294858432735017	0.5742567510855262	-6.556247980158947
ZCWPW2	-0.4011500400480571	-0.9701926464424663	-0.8281599302217852	0.43274894708056855	0.5740836471294858	-5.995440407566135
TXNRD3	-0.20466378014295428	3.111695584808335	-0.8284821485079846	0.4325773523409888	0.5739935483767262	-6.716724326823157
GEMIN8	-0.20377599285104608	3.2169380889724275	-0.8292249528790956	0.4321819589724758	0.5736980623860175	-6.7348171066363935
SLC16A6	-0.5003476324856042	-0.7537338467875232	-0.829791961850656	0.4318803111780637	0.5734351337722008	-6.042448104546791
PUM3	-0.13687933419042153	6.308676752534015	-0.8302781272216214	0.43162178926108674	0.5731835210552002	-7.1153029567905195
PPP1R14C	-0.47869801156615766	-1.687753591275114	-0.8314821411453734	0.4309820121805038	0.5726086105356362	-5.839088642006873
CBX4	-0.17237535717517183	5.440411008105333	-0.8325171750887246	0.43043255671343683	0.5719243467562778	-7.065875647132676
KCNMB3	-0.25946090377170306	2.33547532784012	-0.8327806069947701	0.4302927902652185	0.5718301291018574	-6.582185613528069
CDH26	-0.6157142079994553	-1.3339390748439925	-0.8329173402656832	0.43022025758455495	0.5717794877348061	-5.9122886350945105
TMBIM4	-0.17929802523955019	4.480046098528744	-0.8334405476843038	0.4299427916640507	0.5714564522045629	-6.949959910441296
SLX1B	-0.35440959828258767	2.108126105546166	-0.8339042916260588	0.4296969650892448	0.571221137599429	-6.54610891554087
DTX4	-0.23107667201448967	2.02658357751202	-0.8342744787625501	0.42950080286889114	0.5710060701872579	-6.533493098582952
TMEM106B	-0.1368625020743437	5.8937443980708775	-0.8346950745235001	0.4292780053042027	0.5707555547628483	-7.095067282861191
RP11-822E23.6	-0.4335705129117178	0.4045085664022446	-0.8354470151258374	0.4288798900748876	0.5703175415735635	-6.287837243578181
MYL10	-0.40074306579631513	-0.8693866881955261	-0.8354925152527899	0.42885580832891956	0.5703175415735635	-6.011772733708293
TK2	-0.24876148536660425	2.6974752594308353	-0.8360770178909358	0.42854653435520285	0.570102474097362	-6.638560065719309
AC004386.4	-0.38597740031577593	-0.4390692104994425	-0.836619957884445	0.4282593924086996	0.5698117638801644	-6.108081425373077
PCSK5	-0.7431048939807421	4.0472591681512915	-0.8369364066184144	0.42809209607508425	0.5696687921785033	-6.87766258810613
ABCA12	-0.9464921073498598	-1.9295300620313265	-0.8384732777279569	0.4272802541919215	0.5688279690504668	-5.783761748341346
PITPNC1	-0.20404229055281942	3.7303381385656853	-0.8385088864193453	0.42726145697230855	0.5688279690504668	-6.820116749045227
RFX1	-0.17417045839333722	3.6757189279316185	-0.8387775117054415	0.42711967300692555	0.5687509539783554	-6.809858617355788
TM9SF2	-0.14484437906225445	7.6210886706671275	-0.8392959657106055	0.42684611968761244	0.568477844751147	-7.137064108403421
ATG3	-0.13498970981522795	6.035636570138058	-0.8393851479916064	0.42679907661611793	0.5684607749412272	-7.097976681536421
STAG3	-0.2998935583133493	1.5566356285655436	-0.8395842449195413	0.42669406744231386	0.5683664901876165	-6.46004071347053
AF111168.1	-0.49622899013274224	-1.0057211669878174	-0.8396065081759927	0.4266823263207101	0.5683664901876165	-5.978023611118993
USP14	-0.13004540807664355	6.343212373904057	-0.8399199657424555	0.42651704024345294	0.5682674090649374	-7.107947533480221
FTCDNL1	-0.42494863550345296	-0.5616311802074774	-0.8403640537894249	0.42628294987754256	0.5680466555292124	-6.077006783668646
THRAP3	-0.12925168256037356	7.661878851241259	-0.8408002001313575	0.4260531338061826	0.5679001921698916	-7.136987719187736
SIX3	-0.2698711661687829	1.898583415704485	-0.8410741544861837	0.4259088252222556	0.5677758791328713	-6.508581699115445
ALPK1	-0.1939169479789289	3.5587857691609823	-0.841153675812075	0.4258669429007156	0.5677656168436335	-6.786404405586481
ZNF286B	-0.18608746326697423	3.9651334126582	-0.841462419083104	0.42570436136477163	0.5675944238506456	-6.859665553994073
BPHL	-0.19221764775721084	3.732678255106882	-0.8416744716931112	0.42559272161623063	0.5674911298429651	-6.817810600807096
EEF1A1P19	-0.3286232411120965	1.0915647189176312	-0.841722946315526	0.42556720398355663	0.5674911298429651	-6.391805098105596
INCA1	-0.4474068083044244	0.21820070794886626	-0.8417760341011841	0.4255392591617655	0.5674911298429651	-6.246532202028536
USP47	-0.13465668658643892	5.7868925349896125	-0.8428978567762697	0.4249490463783343	0.5668603896311746	-7.081992431197406
INPP5A	-0.1945102742363285	3.2395681507833705	-0.8431768307041905	0.42480236236978386	0.5667557584223424	-6.7268571542931035
DHRS4L1	-0.44511885249972205	-1.0876923402484389	-0.8432250659094567	0.42477700400185947	0.5667557584223424	-5.956967748130849
MACC1	-0.2941168706752406	1.7672513229773414	-0.843328326021826	0.4247227213496133	0.5667405542617279	-6.487319520542768
C5ORF42	-0.14860706964294756	5.759250368574168	-0.8433622074675388	0.42470491132930155	0.5667405542617279	-7.079794802485146
TULP1	-0.43605354837668886	-1.1281585153650124	-0.8441094491105774	0.42431225236769965	0.5663621892289281	-5.947363432403059
FAUP1	-0.4575943827219042	-0.949715904828169	-0.8445852718969522	0.4240623514897012	0.5661322719952131	-5.986200654661451
SLC27A4	-0.2447388774649233	3.184941554964464	-0.8456952553827471	0.42347979482561704	0.565445446760887	-6.714925404632743
PLEK2	-0.5301967530139713	-0.37853757705180613	-0.8467648373965957	0.42291897698467673	0.5649691376770285	-6.113104402576328
BMS1P2	-0.5370006974194117	-0.009883615007541924	-0.8468088575505892	0.42289590698271773	0.5649691376770285	-6.195014833620105
PEF1	-0.16530333320472934	5.710815781511654	-0.8473510244530926	0.42261184205619384	0.5646950993331716	-7.073164934325555
PTPN7	-0.3767356215764778	-0.5227689191436509	-0.8475795168900262	0.42249216528676525	0.5645806077116329	-6.07970722730386
HIGD1A	-0.15595797115303345	6.079167135154853	-0.8491064167272827	0.4216930407286358	0.5638756713196934	-7.091231435115731
CCDC33	-0.7506418066973071	-1.7934656141023182	-0.8496493890408142	0.4214091264071623	0.563580645970717	-5.8022076236192905
ZNF383	-0.23561396355313313	2.872219898078339	-0.8504230895246312	0.4210048006151097	0.5632728156449457	-6.655936561741184
ALG13	-0.19615318500935475	3.7165681256979974	-0.8506559593012196	0.4208831596986101	0.5631960142743114	-6.807035884329951
RWDD2B	-0.16623431442760506	4.227922410786112	-0.8509458340982058	0.42073177664731864	0.5631343442932802	-6.895486982473655
AP1B1	-0.1329836192847802	6.2991622529016205	-0.8517495391954909	0.42031225464796274	0.5626668654966737	-7.096408796994154
PDCD1	-0.4703270644970181	-1.4527185662854858	-0.8526053366685848	0.4198658671904807	0.5622018855342384	-5.87057192208818
RP11-1021N1.1	-0.7075379997231366	-0.35278148503392337	-0.8530541840159563	0.41963188099975957	0.5619338798294773	-6.113526941928271
CEP41	-0.19023753860818982	5.3213643834683	-0.8531968325231415	0.4195575370445538	0.5618796268967097	-7.03709261994438
R3HDM4	-0.21603907373251463	4.256043643489484	-0.8533380214862566	0.41948396295779566	0.5618263963201378	-6.897846554534882
ZNF217	-0.14719906667519922	6.332481390463376	-0.8540151173861574	0.4191312529930594	0.5615024338551513	-7.095347446836795
DIO3	-0.6543744002290641	-1.4963518180930753	-0.8543336226965421	0.4189654113376907	0.5613582217576399	-5.859913414260241
SAMD9	-0.26437142048455664	1.8262134112703279	-0.8561034525061115	0.418044732086269	0.5604411135055971	-6.484874602270513
AXDND1	-0.7148372108793815	-2.053920658025975	-0.8563894161140355	0.41789610657197185	0.5602870870240458	-5.74376779834274
SLC40A1	-0.6000836795317278	-0.7800850148880137	-0.8571684833793467	0.4174913879777643	0.5598348508737839	-6.013338951815697
TMEM57	-0.1582450606872836	4.647290289389166	-0.8575349896676229	0.41730108759719786	0.5596248497296616	-6.9535585794550325
ABCC2	-0.5778050287699481	-0.3677820269683618	-0.8577101565467705	0.4172101578123264	0.5595932739324015	-6.106130956101504
ATHL1	-0.404167391193041	1.6296416714259783	-0.8577530759956176	0.41718788031473053	0.5595932739324015	-6.4548161216556545
PRIMPOL	-0.1969308123389073	4.361238976494897	-0.858741087547448	0.4166752832050773	0.5590112906908827	-6.909780269606509
ADAMTSL2	-0.4476241509945378	-1.242054928615954	-0.8601789550177907	0.4159300943258517	0.5581017075988101	-5.909056590371833
ZDBF2	-0.37639601263649963	-0.2878950572056291	-0.8608052858265371	0.4156057892072411	0.5579392573026389	-6.121563313064553
SNAI1	-0.2927215452530696	2.437803746407102	-0.8609866130394892	0.41551193421317545	0.5579011895995659	-6.574056315181902
KCTD5	-0.18420490761053276	3.687320209210753	-0.8617449199494762	0.41511959810644083	0.5574194684250849	-6.791930278922112
GCM1	-0.35868363450287344	1.1550686479828511	-0.8624601945269476	0.41474976837202016	0.5571030249001927	-6.3829319882975035
HERC2P5	-0.5519140014935227	-0.7598471077186579	-0.8625386507213582	0.41470921722946286	0.5570936095894652	-6.013259451413846
IFIT5	-0.18900071116088446	3.5341293581373536	-0.862780754595721	0.4145841004042482	0.5569705834841187	-6.762976545887034
ONECUT3	-0.42546611725695405	-0.8111895961618394	-0.8630863336842091	0.41442621867965346	0.5568485612855242	-6.001292810640616
FXN	-0.16857911513403945	4.0351774491892884	-0.8635365288078012	0.4141936972160011	0.5565859217637675	-6.852410387746477
MSI1	-0.285414212025491	1.961686450863632	-0.8637097307952999	0.4141042648559554	0.556551038597877	-6.498237616097961
RPS15AP11	-0.5093982648384104	-1.151862337111576	-0.86383202639899	0.41404112616661015	0.5565112134418733	-5.925417212813893
AC007318.5	-0.5231775301531014	-1.312399913906564	-0.8639341328348626	0.41398841599083314	0.5564853999022132	-5.890730986331041
ZKSCAN8	-0.14068012959922527	6.53665248014823	-0.865590294302121	0.4131341285058996	0.5555618767998127	-7.090208496426046
PSMG2	-0.14517907582561929	5.849945212380437	-0.8671594606548494	0.4123258780252457	0.5546096945352531	-7.064378983905451
CFAP58	-0.46739472497764945	-0.9802642957230915	-0.867213792848251	0.41229791271936855	0.5546096945352531	-5.9601007414584055
C7ORF31	-0.7011843604493717	-1.4547728568850944	-0.867273240509803	0.41226731598677224	0.5546096945352531	-5.857653202673117
ZNF408	-0.16117910470210273	4.797743831654632	-0.867508280905259	0.41214636047022224	0.5545029486472192	-6.965410863763631
GIMAP2	-0.29080129379654773	0.8055691645681233	-0.867564736404021	0.4121173113563805	0.5545029486472192	-6.3273210508525235
MYO15A	-0.2858510998613568	1.2204560065041836	-0.8676359123725973	0.41208068992871105	0.5545029486472192	-6.387679873933493
SERTAD1	-0.18433748667202154	3.928943011809088	-0.8704479015441351	0.41063572960717687	0.5529632587194423	-6.827773840726843
SPTY2D1	-0.2369913000124324	4.129962888870033	-0.8705878604738584	0.4105639056786212	0.5529562041368975	-6.861977083906071
BNIP1	-0.3135118145148019	1.9129724393993581	-0.870610699613467	0.4105521859752982	0.5529562041368975	-6.484914667377574
ATP9B	-0.17238698353857096	4.339660414762966	-0.8706422389716212	0.4105360022256219	0.5529562041368975	-6.895796942454014
ARFGEF3	-0.4701291043806317	2.02092679626225	-0.8717409075779071	0.4099725292203389	0.5526406424950424	-6.499997862446775
AK8	-0.42789183009104836	-0.7072276221427057	-0.8726470287658095	0.4095082253186738	0.5522509024291858	-6.016357147927778
VPS13D	-0.14208269782790772	5.416532335339042	-0.8729948223933722	0.4093301132565159	0.5521846659424656	-7.028312265276746
MAS1	-0.4830022064900325	0.18058819041857743	-0.8730007564809023	0.4093270747742451	0.5521846659424656	-6.212052702166808
CCDC91	-0.18793083818930345	3.9213954703711438	-0.8737729490545908	0.40893182042584597	0.5518320283923364	-6.823466409369994
PRSS16	-0.45826084626374386	-0.12911245683132527	-0.8741461186572844	0.4087409081440525	0.5516640454546211	-6.145194634110012
C12ORF54	-0.5510015846327448	-1.195576278236293	-0.8749114492487063	0.40834956793472865	0.5514469185517127	-5.906387438387395
TSC2	-0.1569995340949406	5.445712883580404	-0.8755969875551618	0.40799925692976047	0.5510660859027724	-7.028473479798647
CYP2C9	-0.45787401202162525	-0.7524419478578218	-0.8760086176714648	0.40778901719631877	0.5508269182346827	-6.003227320491595
ZBED4	-0.1435528281046592	5.593661324923172	-0.8761853838806201	0.40769875791319177	0.5507945884317718	-7.0396198882733145
NRIP3	-0.5682862995338176	-0.649731512200981	-0.8762280464413554	0.40767697596867525	0.5507945884317718	-6.026233333546565
FAM109A	-0.29810669830936076	1.2313993267598395	-0.8766988805227717	0.4074366408692348	0.5505748245217738	-6.381209658210325
WFDC3	-0.4692789833160821	-0.8743766129580561	-0.8768018260402628	0.4073841063798489	0.5505486267585769	-5.975289942578354
MRPL32	-0.133475952436652	6.541672246020346	-0.8774426424190066	0.4070571986815572	0.5502245662931422	-7.079730589980161
CD84	-0.4753108553707368	-0.7724658214936649	-0.8779472250103466	0.40679992249386443	0.5499507793795794	-5.997038034458573
SMURF2	-0.20028795978057978	5.2254032276129205	-0.8782171543381536	0.406662339194071	0.5498416469940024	-7.0057680895846
RP11-15K19.2	-0.625238241668792	0.3301504633442349	-0.8782403654722971	0.406650510015534	0.5498416469940024	-6.236791023565311
ZNF763	-0.46104379180378174	-1.3022062347645735	-0.8793381802434174	0.40609130941967775	0.5492569173570714	-5.8796248781263785
JMY	-0.20463685952815736	3.7153077331274265	-0.879342524809899	0.40608909750220246	0.5492569173570714	-6.781399049664638
CFD	-0.36132320143198404	1.6822975849975552	-0.879768031270509	0.40587250454709023	0.5490866195343016	-6.442982671314744
CHMP1B2P	-0.6053390294725383	-0.5476153008621416	-0.8799363748769199	0.40578683661201187	0.5490154422685651	-6.046027621412699
RP11-709A23.2	-0.49293753754134584	-1.2332035945831543	-0.8802477473151266	0.40562841745071265	0.5488458155143696	-5.893648175081325
GSTO2	-0.2607094419887843	1.9339755816425506	-0.8810271753828844	0.4052320577711833	0.5485776548636062	-6.478754446761245
CSF1R	-0.6439366373352924	-0.8215346519432578	-0.8837795266490023	0.4038346495743047	0.5471765128715637	-5.980965408170212
CHD1	-0.1414406458599924	6.69855099632262	-0.8839577533243265	0.4037442814198021	0.547143339597054	-7.0771806781574895
DCAF12L2	-0.646291650437452	-1.2518420388870193	-0.8843462876208877	0.4035473293982661	0.5470549782872839	-5.886064253076377
RPS18P13	-0.5656861512100553	-1.723404690135814	-0.8843713889968295	0.40353460764040894	0.5470549782872839	-5.787005432475443
SREK1	-0.13741903330634564	6.597255889774276	-0.8845230007119095	0.4034577746846517	0.5470549782872839	-7.074591483214137
FAAP20	-0.1620266787520528	4.748123034771505	-0.8845453556218494	0.40344644667980123	0.5470549782872839	-6.943360762385786
PABPC5	-0.35680752278426087	0.17144479232746376	-0.8847273819571035	0.4033542162033018	0.5470549782872839	-6.1998314618572
TRIM27	-0.14481779426885932	5.2640047270396755	-0.8848744888778679	0.4032796900911467	0.5470493607255681	-7.003495176061218
RP11-93O17.2	-0.4572039474090861	-0.7978990189671085	-0.8851079942655571	0.40316141392398086	0.5469335884883932	-5.985063435000459
AKAP3	-0.5435192036847846	-0.9107614994474635	-0.8867253313910373	0.402342881516487	0.5460015458049949	-5.958480734059412
MAEA	-0.14015553564646321	6.14024032136943	-0.8875648178889853	0.4019184925955662	0.5456485404217557	-7.059244034128155
CTD-2192J16.15	-0.2650845944559621	1.4730680202160193	-0.8876365868737905	0.40188222597440526	0.5456439051098584	-6.405836829158266
MADCAM1	-0.7833481855698163	-2.0730914086502494	-0.8878713518829855	0.4017636100265183	0.5456166638536748	-5.713153038983686
DUOX1	-0.2813189290330109	1.9333088264792835	-0.8881070909477791	0.401644527435298	0.545499546665538	-6.4723023528393275
RP11-367G18.2	-0.40817438839995285	-0.6949850360785826	-0.8885285539245253	0.4014316908811275	0.545299660901664	-6.005181853372557
TMEM53	-0.2425177356219681	2.553381968737707	-0.8885602661644838	0.4014156796734438	0.545299660901664	-6.5683065405313945
ANKRD40	-0.15645494607332378	5.371561646770867	-0.888637346562897	0.40137676444307513	0.545299660901664	-7.010172799315589
PFKFB2	-0.24192221457927188	2.394404055962307	-0.8892783273747125	0.4010532611994768	0.5450976771900254	-6.541860153213993
MRPL13	-0.16286461124538487	4.86957974862942	-0.8893892496223738	0.40099729787788707	0.5450976771900254	-6.954943013510745
ZNF557	-0.2204393145896617	3.400356664129475	-0.88946001343355	0.4009615985469557	0.5450976771900254	-6.714784816930979
COMMD8	-0.20662665733628582	4.236643887475199	-0.8896434353787439	0.4008690755180163	0.5450257429010096	-6.86240331324773
TTC28	-0.1456412471751607	6.403956258255645	-0.8906885307239487	0.40034219614110544	0.5443985210174898	-7.064523789033823
UBE4A	-0.1421851927633373	6.8211210516264575	-0.8913859101321098	0.3999908953385073	0.5440098903273229	-7.072828005510651
CD160	-0.36186615897999097	1.200313355057845	-0.8915136978720406	0.39992654725561294	0.5439669169902935	-6.363559886902321
TERF2	-0.15577067605656936	5.177974218915072	-0.8918092801288807	0.39977773427263186	0.5438544922502376	-6.988582265817158
RNPEP	-0.19468595230459318	5.183351245565822	-0.8929256943743522	0.3992160300483619	0.5432674349097291	-6.988130183112158
C12ORF29	-0.1638837386626717	5.142397674531376	-0.8943840981897965	0.39848312315898826	0.5424033922756627	-6.982356650658135
KRIT1	-0.15401605843057808	4.987285575513514	-0.8944386636917151	0.3984557207690733	0.5424033922756627	-6.964964397737447
FN3KRP	-0.18729458918580377	4.4062241042668004	-0.8946542822696826	0.3983474521144622	0.5423076091941887	-6.884608648442187
EEF1A1P38	-0.47674360425072604	-1.3022062347645735	-0.8949330074609776	0.3982075273868655	0.5422489790234503	-5.865974903773703
OARD1	-0.1774009096073197	4.382131135915405	-0.8954746665259458	0.3979357076061907	0.5419691814375744	-6.880124813898024
RP11-454L9.2	-0.5658393009445667	-0.848049770968021	-0.895603319689249	0.3978711656513426	0.5419257167708011	-5.96459876522664
DCD	-0.31874614477424235	1.2858474752823799	-0.8970544191805921	0.39714371372674806	0.5412011766727567	-6.370673639220483
WNT3	-0.43202493767703387	0.692716487386994	-0.8971063671548906	0.39711768959501137	0.5412011766727567	-6.283214874216487
CCSER2	-0.16738132243210568	4.941624377641225	-0.8972422833884819	0.3970496061508272	0.5411617354799843	-6.956753342287956
TAF8	-0.19326969162633523	3.6709222016265697	-0.8973994065520313	0.39697091027270304	0.5410988796651067	-6.756921196369719
